id,parent_id,level,url,keyword,intent,volume,keyword_difficulty,source,notes
206,3,3,/nfl/{season}/colts-vs-new-york-jets-match-player-stats-{date},colts vs new york jets match player stats,"Informational, Commercial",74000,31,csv,colts vs new york jets matchup
207,3,3,/nfl/{season}/dodgers-vs-colorado-rockies-match-player-stats-{date},dodgers vs colorado rockies match player stats,Commercial,74000,31,csv,dodgers vs colorado rockies matchup
208,3,3,/nfl/{season}/green-bay-packers-vs-pittsburgh-steelers-match-player-stats-{date},green bay packers vs pittsburgh steelers match player stats,Commercial,110000,31,csv,green bay packers vs pittsburgh steelers matchup
209,3,3,/nfl/{season}/houston-rockets-vs-dallas-mavericks-match-player-stats-{date},houston rockets vs dallas mavericks match player stats,"Informational, Commercial",90500,31,csv,houston rockets vs dallas mavericks matchup
210,3,3,/nfl/{season}/las-vegas-aces-vs-phoenix-mercury-match-player-stats-{date},las vegas aces vs phoenix mercury match player stats,Commercial,60500,31,csv,las vegas aces vs phoenix mercury matchup
211,3,3,/nfl/{season}/milwaukee-brewers-vs-chicago-cubs-match-player-stats-{date},milwaukee brewers vs chicago cubs match player stats,Commercial,90500,31,csv,milwaukee brewers vs chicago cubs matchup
212,3,3,/nfl/{season}/milwaukee-brewers-vs-new-york-yankees-match-player-stats-{date},milwaukee brewers vs new york yankees match player stats,Commercial,74000,31,csv,milwaukee brewers vs new york yankees matchup
213,3,3,/nfl/{season}/minnesota-vikings-vs-detroit-lions-match-player-stats-{date},minnesota vikings vs detroit lions match player stats,Commercial,110000,31,csv,minnesota vikings vs detroit lions matchup
214,3,3,/nfl/{season}/new-england-patriots-vs-new-orleans-saints-match-player-stats-{date},new england patriots vs new orleans saints match player stats,Commercial,60500,31,csv,new england patriots vs new orleans saints matchup
215,3,3,/nfl/{season}/new-england-patriots-vs-tennessee-titans-match-player-stats-{date},new england patriots vs tennessee titans match player stats,Commercial,74000,31,csv,new england patriots vs tennessee titans matchup
216,3,3,/nfl/{season}/ohio-state-vs-washington-{date},ohio state vs washington,"Informational, Commercial",74000,31,csv,ohio state vs washington matchup
217,3,3,/nfl/{season}/philadelphia-eagles-vs-minnesota-vikings-match-player-stats-{date},philadelphia eagles vs minnesota vikings match player stats,Commercial,90500,31,csv,philadelphia eagles vs minnesota vikings matchup
218,3,3,/nfl/{season}/seahawks-vs-arizona-cardinals-match-player-stats-{date},seahawks vs arizona cardinals match player stats,"Informational, Commercial",165000,31,csv,seahawks vs arizona cardinals matchup
219,3,3,/nfl/{season}/tampa-bay-buccaneers-vs-chargers-match-player-stats-{date},tampa bay buccaneers vs chargers match player stats,Commercial,60500,31,csv,tampa bay buccaneers vs chargers matchup
220,3,3,/nfl/{season}/tampa-bay-rays-vs-new-york-yankees-match-player-stats-{date},tampa bay rays vs new york yankees match player stats,Commercial,110000,31,csv,tampa bay rays vs new york yankees matchup
221,3,3,/nfl/{season}/texans-vs-baltimore-ravens-match-player-stats-{date},texans vs baltimore ravens match player stats,Commercial,90500,31,csv,texans vs baltimore ravens matchup
222,3,3,/nfl/{season}/washington-wizards-vs-dallas-mavericks-match-player-stats-{date},washington wizards vs dallas mavericks match player stats,Commercial,74000,31,csv,washington wizards vs dallas mavericks matchup
223,3,3,/nfl/{season}/49ers-vs-texans-match-player-stats-{date},49ers vs texans match player stats,"Informational, Commercial",60500,32,csv,49ers vs texans matchup
224,3,3,/nfl/{season}/arizona-cardinals-vs-colts-match-player-stats-{date},arizona cardinals vs colts match player stats,Commercial,60500,32,csv,arizona cardinals vs colts matchup
225,3,3,/nfl/{season}/baltimore-orioles-vs-new-york-yankees-match-player-stats-{date},baltimore orioles vs new york yankees match player stats,Commercial,90500,32,csv,baltimore orioles vs new york yankees matchup
226,3,3,/nfl/{season}/baltimore-ravens-vs-miami-dolphins-match-player-stats-{date},baltimore ravens vs miami dolphins match player stats,"Informational, Commercial",165000,32,csv,baltimore ravens vs miami dolphins matchup
227,3,3,/nfl/{season}/cleveland-cavaliers-vs-knicks-match-player-stats-{date},cleveland cavaliers vs knicks match player stats,Commercial,90500,32,csv,cleveland cavaliers vs knicks matchup
228,3,3,/nfl/{season}/dallas-mavericks-vs-cleveland-cavaliers-match-player-stats-{date},dallas mavericks vs cleveland cavaliers match player stats,Commercial,74000,32,csv,dallas mavericks vs cleveland cavaliers matchup
229,3,3,/nfl/{season}/denver-broncos-vs-chargers-match-player-stats-{date},denver broncos vs chargers match player stats,Commercial,90500,32,csv,denver broncos vs chargers matchup
230,3,3,/nfl/{season}/denver-broncos-vs-indianapolis-colts-match-player-stats-{date},denver broncos vs indianapolis colts match player stats,Commercial,90500,32,csv,denver broncos vs indianapolis colts matchup
231,3,3,/nfl/{season}/denver-nuggets-vs-timberwolves-match-player-stats-{date},denver nuggets vs timberwolves match player stats,Commercial,60500,32,csv,denver nuggets vs timberwolves matchup
232,3,3,/nfl/{season}/detroit-lions-vs-green-bay-packers-match-player-stats-{date},detroit lions vs green bay packers match player stats,Commercial,165000,32,csv,detroit lions vs green bay packers matchup
233,3,3,/nfl/{season}/detroit-tigers-vs-cleveland-guardians-match-player-stats-{date},detroit tigers vs cleveland guardians match player stats,Commercial,110000,32,csv,detroit tigers vs cleveland guardians matchup
234,3,3,/nfl/{season}/lakers-vs-sacramento-kings-match-player-stats-{date},lakers vs sacramento kings match player stats,Commercial,135000,32,csv,lakers vs sacramento kings matchup
235,3,3,/nfl/{season}/lakers-vs-utah-jazz-match-player-stats-{date},lakers vs utah jazz match player stats,Commercial,165000,32,csv,lakers vs utah jazz matchup
236,3,3,/nfl/{season}/las-vegas-raiders-vs-washington-commanders-match-player-stats-{date},las vegas raiders vs washington commanders match player stats,Commercial,74000,32,csv,las vegas raiders vs washington commanders matchup
237,3,3,/nfl/{season}/miami-dolphins-vs-green-bay-packers-match-player-stats-{date},miami dolphins vs green bay packers match player stats,Commercial,90500,32,csv,miami dolphins vs green bay packers matchup
238,3,3,/nfl/{season}/new-york-jets-vs-miami-dolphins-match-player-stats-{date},new york jets vs miami dolphins match player stats,Commercial,165000,32,csv,new york jets vs miami dolphins matchup
239,3,3,/nfl/{season}/new-york-yankees-vs-seattle-mariners-match-player-stats-{date},new york yankees vs seattle mariners match player stats,Commercial,60500,32,csv,new york yankees vs seattle mariners matchup
240,3,3,/nfl/{season}/new-york-yankees-vs-tampa-bay-rays-match-player-stats-{date},new york yankees vs tampa bay rays match player stats,Commercial,74000,32,csv,new york yankees vs tampa bay rays matchup
241,3,3,/nfl/{season}/ohio-state-vs-oregon-{date},ohio state vs oregon,Informational,165000,32,csv,ohio state vs oregon matchup
242,3,3,/nfl/{season}/oregon-vs-ohio-state-{date},oregon vs ohio state,"Informational, Commercial",74000,32,csv,oregon vs ohio state matchup
243,3,3,/nfl/{season}/philadelphia-eagles-vs-new-york-giants-match-player-stats-{date},philadelphia eagles vs new york giants match player stats,Commercial,246000,32,csv,philadelphia eagles vs new york giants matchup
244,3,3,/nfl/{season}/phoenix-suns-vs-lakers-match-player-stats-{date},phoenix suns vs lakers match player stats,Commercial,74000,32,csv,phoenix suns vs lakers matchup
245,3,3,/nfl/{season}/seahawks-vs-chicago-bears-match-player-stats-{date},seahawks vs chicago bears match player stats,Commercial,74000,32,csv,seahawks vs chicago bears matchup
246,3,3,/nfl/{season}/steelers-vs-philadelphia-eagles-match-player-stats-{date},steelers vs philadelphia eagles match player stats,"Informational, Commercial",60500,32,csv,steelers vs philadelphia eagles matchup
247,3,3,/nfl/{season}/timberwolves-vs-denver-nuggets-match-player-stats-{date},timberwolves vs denver nuggets match player stats,Commercial,74000,32,csv,timberwolves vs denver nuggets matchup
248,3,3,/nfl/{season}/washington-commanders-vs-tampa-bay-buccaneers-match-player-stats-{date},washington commanders vs tampa bay buccaneers match player stats,Commercial,135000,32,csv,washington commanders vs tampa bay buccaneers matchup
249,3,3,/nfl/{season}/arizona-cardinals-vs-seahawks-match-player-stats-{date},arizona cardinals vs seahawks match player stats,Commercial,60500,33,csv,arizona cardinals vs seahawks matchup
250,3,3,/nfl/{season}/atlanta-braves-vs-phillies-match-player-stats-{date},atlanta braves vs phillies match player stats,"Informational, Commercial",74000,33,csv,atlanta braves vs phillies matchup
251,3,3,/nfl/{season}/atlanta-falcons-vs-49ers-match-player-stats-{date},atlanta falcons vs 49ers match player stats,Commercial,90500,33,csv,atlanta falcons vs 49ers matchup
252,3,3,/nfl/{season}/atlanta-hawks-vs-orlando-magic-match-player-stats-{date},atlanta hawks vs orlando magic match player stats,Commercial,74000,33,csv,atlanta hawks vs orlando magic matchup
253,3,3,/nfl/{season}/carolina-panthers-vs-jacksonville-jaguars-match-player-stats-{date},carolina panthers vs jacksonville jaguars match player stats,Commercial,110000,33,csv,carolina panthers vs jacksonville jaguars matchup
254,3,3,/nfl/{season}/dallas-cowboys-vs-chicago-bears-match-player-stats-{date},dallas cowboys vs chicago bears match player stats,"Informational, Commercial",90500,33,csv,dallas cowboys vs chicago bears matchup
255,3,3,/nfl/{season}/detroit-lions-vs-bengals-match-player-stats-{date},detroit lions vs bengals match player stats,"Informational, Commercial",74000,33,csv,detroit lions vs bengals matchup
256,3,3,/nfl/{season}/golden-state-valkyries-vs-new-york-liberty-timeline-{date},golden state valkyries vs new york liberty timeline,Commercial,301000,33,csv,golden state valkyries vs new york liberty timeline matchup
257,3,3,/nfl/{season}/la-clippers-vs-utah-jazz-match-player-stats-{date},la clippers vs utah jazz match player stats,Commercial,90500,33,csv,la clippers vs utah jazz matchup
258,3,3,/nfl/{season}/milwaukee-bucks-vs-toronto-raptors-match-player-stats-{date},milwaukee bucks vs toronto raptors match player stats,Commercial,60500,33,csv,milwaukee bucks vs toronto raptors matchup
259,3,3,/nfl/{season}/minnesota-vikings-vs-tennessee-titans-match-player-stats-{date},minnesota vikings vs tennessee titans match player stats,Commercial,60500,33,csv,minnesota vikings vs tennessee titans matchup
260,3,3,/nfl/{season}/nc-secretary-of-state-{date},nc secretary of state,Informational,60500,33,csv,Matchup stats
261,3,3,/nfl/{season}/new-england-patriots-vs-buffalo-bills-match-player-stats-{date},new england patriots vs buffalo bills match player stats,"Informational, Commercial",165000,33,csv,new england patriots vs buffalo bills matchup
262,3,3,/nfl/{season}/new-orleans-saints-vs-tampa-bay-buccaneers-match-player-stats-{date},new orleans saints vs tampa bay buccaneers match player stats,"Informational, Commercial",90500,33,csv,new orleans saints vs tampa bay buccaneers matchup
263,3,3,/nfl/{season}/new-york-liberty-vs-golden-state-valkyries-timeline-{date},new york liberty vs golden state valkyries timeline,Commercial,60500,33,csv,new york liberty vs golden state valkyries timeline matchup
264,3,3,/nfl/{season}/new-york-yankees-vs-dodgers-match-player-stats-{date},new york yankees vs dodgers match player stats,Commercial,90500,33,csv,new york yankees vs dodgers matchup
265,3,3,/nfl/{season}/pacers-vs-knicks-match-player-stats-{date},pacers vs knicks match player stats,Commercial,135000,33,csv,pacers vs knicks matchup
266,3,3,/nfl/{season}/philadelphia-eagles-vs-baltimore-ravens-match-player-stats-{date},philadelphia eagles vs baltimore ravens match player stats,Commercial,90500,33,csv,philadelphia eagles vs baltimore ravens matchup
267,3,3,/nfl/{season}/philadelphia-eagles-vs-los-angeles-rams-match-player-stats-{date},philadelphia eagles vs los angeles rams match player stats,Commercial,165000,33,csv,philadelphia eagles vs los angeles rams matchup
268,3,3,/nfl/{season}/tampa-bay-buccaneers-vs-detroit-lions-match-player-stats-{date},tampa bay buccaneers vs detroit lions match player stats,Commercial,135000,33,csv,tampa bay buccaneers vs detroit lions matchup
269,3,3,/nfl/{season}/texans-vs-seahawks-match-player-stats-{date},texans vs seahawks match player stats,Commercial,135000,33,csv,texans vs seahawks matchup
270,3,3,/nfl/{season}/washington-commanders-vs-kansas-city-chiefs-match-player-stats-{date},washington commanders vs kansas city chiefs match player stats,Commercial,135000,33,csv,washington commanders vs kansas city chiefs matchup
271,3,3,/nfl/{season}/49ers-vs-seahawks-match-player-stats-{date},49ers vs seahawks match player stats,Commercial,74000,34,csv,49ers vs seahawks matchup
272,3,3,/nfl/{season}/baltimore-ravens-vs-chargers-match-player-stats-{date},baltimore ravens vs chargers match player stats,Commercial,110000,34,csv,baltimore ravens vs chargers matchup
273,3,3,/nfl/{season}/buffalo-bills-vs-atlanta-falcons-match-player-stats-{date},buffalo bills vs atlanta falcons match player stats,Commercial,368000,34,csv,buffalo bills vs atlanta falcons matchup
274,3,3,/nfl/{season}/carolina-panthers-vs-tampa-bay-buccaneers-match-player-stats-{date},carolina panthers vs tampa bay buccaneers match player stats,Commercial,60500,34,csv,carolina panthers vs tampa bay buccaneers matchup
275,3,3,/nfl/{season}/chargers-vs-kansas-city-chiefs-match-player-stats-{date},chargers vs kansas city chiefs match player stats,Commercial,74000,34,csv,chargers vs kansas city chiefs matchup
276,3,3,/nfl/{season}/chargers-vs-new-england-patriots-match-player-stats-{date},chargers vs new england patriots match player stats,Commercial,74000,34,csv,chargers vs new england patriots matchup
277,3,3,/nfl/{season}/cleveland-browns-vs-pittsburgh-steelers-match-player-stats-{date},cleveland browns vs pittsburgh steelers match player stats,Commercial,135000,34,csv,cleveland browns vs pittsburgh steelers matchup
278,3,3,/nfl/{season}/dallas-cowboys-vs-denver-broncos-match-player-stats-{date},dallas cowboys vs denver broncos match player stats,Commercial,90500,34,csv,dallas cowboys vs denver broncos matchup
279,3,3,/nfl/{season}/dallas-mavericks-vs-memphis-grizzlies-match-player-stats-{date},dallas mavericks vs memphis grizzlies match player stats,Commercial,74000,34,csv,dallas mavericks vs memphis grizzlies matchup
280,3,3,/nfl/{season}/detroit-lions-vs-houston-texans-match-player-stats-{date},detroit lions vs houston texans match player stats,Commercial,110000,34,csv,detroit lions vs houston texans matchup
281,3,3,/nfl/{season}/indianapolis-colts-vs-los-angeles-rams-match-player-stats-{date},indianapolis colts vs los angeles rams match player stats,"Informational, Commercial",60500,34,csv,indianapolis colts vs los angeles rams matchup
282,3,3,/nfl/{season}/jacksonville-jaguars-vs-49ers-match-player-stats-{date},jacksonville jaguars vs 49ers match player stats,Commercial,74000,34,csv,jacksonville jaguars vs 49ers matchup
283,3,3,/nfl/{season}/memphis-grizzlies-vs-lakers-match-player-stats-{date},memphis grizzlies vs lakers match player stats,Commercial,90500,34,csv,memphis grizzlies vs lakers matchup
284,3,3,/nfl/{season}/new-york-giants-vs-denver-broncos-match-player-stats-{date},new york giants vs denver broncos match player stats,Commercial,90500,34,csv,new york giants vs denver broncos matchup
285,3,3,/nfl/{season}/new-york-yankees-vs-baltimore-orioles-match-player-stats-{date},new york yankees vs baltimore orioles match player stats,Commercial,90500,34,csv,new york yankees vs baltimore orioles matchup
286,3,3,/nfl/{season}/new-york-yankees-vs-cleveland-guardians-match-player-stats-{date},new york yankees vs cleveland guardians match player stats,"Informational, Commercial",60500,34,csv,new york yankees vs cleveland guardians matchup
287,3,3,/nfl/{season}/new-york-yankees-vs-los-angeles-angels-match-player-stats-{date},new york yankees vs los angeles angels match player stats,Commercial,60500,34,csv,new york yankees vs los angeles angels matchup
288,3,3,/nfl/{season}/okc-thunder-vs-timberwolves-match-player-stats-{date},okc thunder vs timberwolves match player stats,Commercial,60500,34,csv,okc thunder vs timberwolves matchup
289,3,3,/nfl/{season}/penn-state-acceptance-rate-{date},penn state acceptance rate,Informational,60500,34,csv,Matchup stats
290,3,3,/nfl/{season}/steelers-vs-bengals-match-player-stats-{date},steelers vs bengals match player stats,Commercial,90500,34,csv,steelers vs bengals matchup
291,3,3,/nfl/{season}/washington-wizards-vs-milwaukee-bucks-match-player-stats-{date},washington wizards vs milwaukee bucks match player stats,Commercial,60500,34,csv,washington wizards vs milwaukee bucks matchup
292,3,3,/nfl/{season}/76ers-vs-knicks-match-player-stats-{date},76ers vs knicks match player stats,Commercial,74000,35,csv,76ers vs knicks matchup
293,3,3,/nfl/{season}/buffalo-bills-vs-carolina-panthers-match-player-stats-{date},buffalo bills vs carolina panthers match player stats,Commercial,90500,35,csv,buffalo bills vs carolina panthers matchup
294,3,3,/nfl/{season}/buffalo-bills-vs-kansas-city-chiefs-match-player-stats-{date},buffalo bills vs kansas city chiefs match player stats,Commercial,201000,35,csv,buffalo bills vs kansas city chiefs matchup
295,3,3,/nfl/{season}/chicago-bears-vs-washington-commanders-match-player-stats-{date},chicago bears vs washington commanders match player stats,"Informational, Commercial",165000,35,csv,chicago bears vs washington commanders matchup
296,3,3,/nfl/{season}/denver-broncos-vs-new-york-jets-match-player-stats-{date},denver broncos vs new york jets match player stats,Commercial,110000,35,csv,denver broncos vs new york jets matchup
297,3,3,/nfl/{season}/detroit-lions-vs-kansas-city-chiefs-match-player-stats-{date},detroit lions vs kansas city chiefs match player stats,Commercial,201000,35,csv,detroit lions vs kansas city chiefs matchup
298,3,3,/nfl/{season}/golden-state-warriors-vs-phoenix-suns-match-player-stats-{date},golden state warriors vs phoenix suns match player stats,Commercial,60500,35,csv,golden state warriors vs phoenix suns matchup
299,3,3,/nfl/{season}/indiana-fever-vs-connecticut-sun-match-player-stats-{date},indiana fever vs connecticut sun match player stats,Commercial,60500,35,csv,indiana fever vs connecticut sun matchup
300,3,3,/nfl/{season}/indianapolis-colts-vs-tennessee-titans-match-player-stats-{date},indianapolis colts vs tennessee titans match player stats,Commercial,74000,35,csv,indianapolis colts vs tennessee titans matchup
301,3,3,/nfl/{season}/new-orleans-saints-vs-green-bay-packers-match-player-stats-{date},new orleans saints vs green bay packers match player stats,"Informational, Commercial",90500,35,csv,new orleans saints vs green bay packers matchup
302,3,3,/nfl/{season}/new-york-jets-vs-buffalo-bills-match-player-stats-{date},new york jets vs buffalo bills match player stats,Commercial,74000,35,csv,new york jets vs buffalo bills matchup
303,3,3,/nfl/{season}/ohio-vs-ohio-state-{date},ohio vs ohio state,Commercial,60500,35,csv,ohio vs ohio state matchup
304,3,3,/nfl/{season}/padres-vs-chicago-cubs-match-player-stats-{date},padres vs chicago cubs match player stats,Commercial,74000,35,csv,padres vs chicago cubs matchup
305,3,3,/nfl/{season}/penn-state-vs-boise-state-{date},penn state vs boise state,Informational,74000,35,csv,penn state vs boise state matchup
306,3,3,/nfl/{season}/phoenix-mercury-vs-las-vegas-aces-match-player-stats-{date},phoenix mercury vs las vegas aces match player stats,Commercial,74000,35,csv,phoenix mercury vs las vegas aces matchup
307,3,3,/nfl/{season}/pittsburgh-steelers-vs-new-york-jets-match-player-stats-{date},pittsburgh steelers vs new york jets match player stats,Commercial,110000,35,csv,pittsburgh steelers vs new york jets matchup
308,3,3,/nfl/{season}/san-antonio-spurs-vs-lakers-match-player-stats-{date},san antonio spurs vs lakers match player stats,Commercial,74000,35,csv,san antonio spurs vs lakers matchup
309,3,3,/nfl/{season}/steelers-vs-baltimore-ravens-match-player-stats-{date},steelers vs baltimore ravens match player stats,"Informational, Commercial",301000,35,csv,steelers vs baltimore ravens matchup
310,3,3,/nfl/{season}/timberwolves-vs-oklahoma-city-thunder-match-player-stats-{date},timberwolves vs oklahoma city thunder match player stats,Commercial,110000,35,csv,timberwolves vs oklahoma city thunder matchup
311,3,3,/nfl/{season}/washington-commanders-vs-detroit-lions-match-player-stats-{date},washington commanders vs detroit lions match player stats,Commercial,201000,35,csv,washington commanders vs detroit lions matchup
312,3,3,/nfl/{season}/49ers-vs-green-bay-packers-match-player-stats-{date},49ers vs green bay packers match player stats,Commercial,60500,36,csv,49ers vs green bay packers matchup
313,3,3,/nfl/{season}/atlanta-falcons-vs-minnesota-vikings-match-player-stats-{date},atlanta falcons vs minnesota vikings match player stats,"Informational, Commercial",165000,36,csv,atlanta falcons vs minnesota vikings matchup
314,3,3,/nfl/{season}/bengals-vs-dallas-cowboys-match-player-stats-{date},bengals vs dallas cowboys match player stats,Commercial,110000,36,csv,bengals vs dallas cowboys matchup
315,3,3,/nfl/{season}/chelsea-fc-vs-psg-stats-{date},chelsea f.c. vs psg stats,Commercial,74000,36,csv,chelsea f.c. vs psg stats matchup
316,3,3,/nfl/{season}/dallas-cowboys-vs-carolina-panthers-match-player-stats-{date},dallas cowboys vs carolina panthers match player stats,Commercial,110000,36,csv,dallas cowboys vs carolina panthers matchup
317,3,3,/nfl/{season}/dallas-cowboys-vs-new-york-jets-match-player-stats-{date},dallas cowboys vs new york jets match player stats,"Informational, Commercial",74000,36,csv,dallas cowboys vs new york jets matchup
318,3,3,/nfl/{season}/denver-broncos-vs-kansas-city-chiefs-match-player-stats-{date},denver broncos vs kansas city chiefs match player stats,Commercial,74000,36,csv,denver broncos vs kansas city chiefs matchup
319,3,3,/nfl/{season}/golden-state-warriors-vs-orlando-magic-match-player-stats-{date},golden state warriors vs orlando magic match player stats,"Informational, Commercial",60500,36,csv,golden state warriors vs orlando magic matchup
320,3,3,/nfl/{season}/golden-state-warriors-vs-timberwolves-match-player-stats-{date},golden state warriors vs timberwolves match player stats,Commercial,301000,36,csv,golden state warriors vs timberwolves matchup
321,3,3,/nfl/{season}/kansas-city-chiefs-vs-jacksonville-jaguars-match-player-stats-{date},kansas city chiefs vs jacksonville jaguars match player stats,Commercial,135000,36,csv,kansas city chiefs vs jacksonville jaguars matchup
322,3,3,/nfl/{season}/lakers-vs-memphis-grizzlies-match-player-stats-{date},lakers vs memphis grizzlies match player stats,Commercial,135000,36,csv,lakers vs memphis grizzlies matchup
323,3,3,/nfl/{season}/memphis-grizzlies-vs-okc-thunder-match-player-stats-{date},memphis grizzlies vs okc thunder match player stats,Commercial,110000,36,csv,memphis grizzlies vs okc thunder matchup
324,3,3,/nfl/{season}/new-england-patriots-vs-miami-dolphins-match-player-stats-{date},new england patriots vs miami dolphins match player stats,Commercial,135000,36,csv,new england patriots vs miami dolphins matchup
325,3,3,/nfl/{season}/new-york-giants-vs-new-orleans-saints-match-player-stats-{date},new york giants vs new orleans saints match player stats,Commercial,60500,36,csv,new york giants vs new orleans saints matchup
326,3,3,/nfl/{season}/new-york-giants-vs-philadelphia-eagles-match-player-stats-{date},new york giants vs philadelphia eagles match player stats,Commercial,201000,36,csv,new york giants vs philadelphia eagles matchup
327,3,3,/nfl/{season}/new-york-liberty-vs-indiana-fever-match-player-stats-{date},new york liberty vs indiana fever match player stats,Commercial,74000,36,csv,new york liberty vs indiana fever matchup
328,3,3,/nfl/{season}/seattle-mariners-vs-detroit-tigers-match-player-stats-{date},seattle mariners vs detroit tigers match player stats,Commercial,74000,36,csv,seattle mariners vs detroit tigers matchup
329,3,3,/nfl/{season}/tennessee-titans-vs-colts-match-player-stats-{date},tennessee titans vs colts match player stats,Commercial,74000,36,csv,tennessee titans vs colts matchup
330,3,3,/nfl/{season}/toronto-blue-jays-vs-seattle-mariners-match-player-stats-{date},toronto blue jays vs seattle mariners match player stats,Commercial,90500,36,csv,toronto blue jays vs seattle mariners matchup
331,3,3,/nfl/{season}/49ers-vs-miami-dolphins-match-player-stats-{date},49ers vs miami dolphins match player stats,Commercial,60500,37,csv,49ers vs miami dolphins matchup
332,3,3,/nfl/{season}/baltimore-ravens-vs-texans-match-player-stats-{date},baltimore ravens vs texans match player stats,Commercial,110000,37,csv,baltimore ravens vs texans matchup
333,3,3,/nfl/{season}/bengals-vs-chargers-match-player-stats-{date},bengals vs chargers match player stats,Commercial,90500,37,csv,bengals vs chargers matchup
334,3,3,/nfl/{season}/bengals-vs-cleveland-browns-match-player-stats-{date},bengals vs cleveland browns match player stats,Commercial,110000,37,csv,bengals vs cleveland browns matchup
335,3,3,/nfl/{season}/bengals-vs-minnesota-vikings-match-player-stats-{date},bengals vs minnesota vikings match player stats,Commercial,110000,37,csv,bengals vs minnesota vikings matchup
336,3,3,/nfl/{season}/chicago-bears-vs-minnesota-vikings-match-player-stats-{date},chicago bears vs minnesota vikings match player stats,Commercial,135000,37,csv,chicago bears vs minnesota vikings matchup
337,3,3,/nfl/{season}/cleveland-browns-vs-carolina-panthers-match-player-stats-{date},cleveland browns vs carolina panthers match player stats,Commercial,90500,37,csv,cleveland browns vs carolina panthers matchup
338,3,3,/nfl/{season}/dallas-cowboys-vs-philadelphia-eagles-match-player-stats-{date},dallas cowboys vs philadelphia eagles match player stats,Commercial,368000,37,csv,dallas cowboys vs philadelphia eagles matchup
339,3,3,/nfl/{season}/dodgers-vs-san-francisco-giants-match-player-stats-{date},dodgers vs san francisco giants match player stats,Commercial,60500,37,csv,dodgers vs san francisco giants matchup
340,3,3,/nfl/{season}/green-bay-packers-vs-minnesota-vikings-match-player-stats-{date},green bay packers vs minnesota vikings match player stats,Commercial,74000,37,csv,green bay packers vs minnesota vikings matchup
341,3,3,/nfl/{season}/houston-rockets-vs-lakers-match-player-stats-{date},houston rockets vs lakers match player stats,Commercial,90500,37,csv,houston rockets vs lakers matchup
342,3,3,/nfl/{season}/los-angeles-chargers-vs-las-vegas-raiders-match-player-stats-{date},los angeles chargers vs las vegas raiders match player stats,Commercial,110000,37,csv,los angeles chargers vs las vegas raiders matchup
343,3,3,/nfl/{season}/los-angeles-rams-vs-jacksonville-jaguars-match-player-stats-{date},los angeles rams vs jacksonville jaguars match player stats,Commercial,90500,37,csv,los angeles rams vs jacksonville jaguars matchup
344,3,3,/nfl/{season}/miami-dolphins-vs-cleveland-browns-match-player-stats-{date},miami dolphins vs cleveland browns match player stats,Commercial,135000,37,csv,miami dolphins vs cleveland browns matchup
345,3,3,/nfl/{season}/milwaukee-bucks-vs-okc-thunder-match-player-stats-{date},milwaukee bucks vs okc thunder match player stats,Commercial,110000,37,csv,milwaukee bucks vs okc thunder matchup
346,3,3,/nfl/{season}/ocean-state-job-lot-{date},ocean state job lot,Navigational,246000,37,csv,Matchup stats
347,3,3,/nfl/{season}/okc-thunder-vs-golden-state-warriors-match-player-stats-{date},okc thunder vs golden state warriors match player stats,Commercial,60500,37,csv,okc thunder vs golden state warriors matchup
348,3,3,/nfl/{season}/pacers-vs-cleveland-cavaliers-match-player-stats-{date},pacers vs cleveland cavaliers match player stats,"Informational, Commercial",201000,37,csv,pacers vs cleveland cavaliers matchup
349,3,3,/nfl/{season}/pacers-vs-oklahoma-city-thunder-match-player-stats-{date},pacers vs oklahoma city thunder match player stats,Commercial,246000,37,csv,pacers vs oklahoma city thunder matchup
350,3,3,/nfl/{season}/sacramento-kings-vs-new-orleans-pelicans-match-player-stats-{date},sacramento kings vs new orleans pelicans match player stats,Commercial,60500,37,csv,sacramento kings vs new orleans pelicans matchup
351,3,3,/nfl/{season}/san-francisco-giants-vs-dodgers-match-player-stats-{date},san francisco giants vs dodgers match player stats,Commercial,60500,37,csv,san francisco giants vs dodgers matchup
352,3,3,/nfl/{season}/arizona-cardinals-vs-49ers-match-player-stats-{date},arizona cardinals vs 49ers match player stats,Commercial,60500,38,csv,arizona cardinals vs 49ers matchup
353,3,3,/nfl/{season}/atlanta-falcons-vs-las-vegas-raiders-match-player-stats-{date},atlanta falcons vs las vegas raiders match player stats,Commercial,60500,38,csv,atlanta falcons vs las vegas raiders matchup
354,3,3,/nfl/{season}/bengals-vs-pittsburgh-steelers-match-player-stats-{date},bengals vs pittsburgh steelers match player stats,Commercial,135000,38,csv,bengals vs pittsburgh steelers matchup
355,3,3,/nfl/{season}/boston-celtics-vs-orlando-magic-match-player-stats-{date},boston celtics vs orlando magic match player stats,Commercial,165000,38,csv,boston celtics vs orlando magic matchup
356,3,3,/nfl/{season}/cal-raleigh-stats-{date},cal raleigh stats,Informational,74000,38,csv,Matchup stats
357,3,3,/nfl/{season}/chicago-bears-vs-49ers-match-player-stats-{date},chicago bears vs 49ers match player stats,Commercial,60500,38,csv,chicago bears vs 49ers matchup
358,3,3,/nfl/{season}/chicago-cubs-vs-milwaukee-brewers-match-player-stats-{date},chicago cubs vs milwaukee brewers match player stats,Commercial,110000,38,csv,chicago cubs vs milwaukee brewers matchup
